VehicleID,Location,Maker,Model,Year,Colour,Type,Distance,Amount
VHL16962,Lagos,Mercedes-Benz,M Class,2006,Silver,Foreign Used,66305,5.2
VHL10411,Lagos,Lexus,RX,2017,Gray,Foreign Used,,21.0
VHL16271,Lagos,Lexus,RX 330,2006,Silver,Foreign Used,,4.95
VHL12656,Abuja,Honda,Accord,2014,Gray,Foreign Used,49000,6.0
VHL19233,Ibadan,Toyota,Corolla,2010,Gray,Foreign Used,130000,3.7
VHL16164,Ibadan,Toyota,RAV4 2 4x4,2005,Black,Nigerian Used,153965,2.2
VHL18586,Lagos,Toyota,Highlander Limited,2010,Red,Foreign Used,58632,7.0
VHL11532,Lagos,Lexus,IS 250 4WD,2009,Silver,Foreign Used,,4.1
VHL13183,Abuja,Toyota,Avalon XLS,2005,Black,Foreign Used,154000,2.95
VHL10950,Lagos,Lexus,GX 460 Base,2014,Black,Foreign Used,65435,22.5
VHL13578,Abuja,Toyota,Corolla,2015,Red,Foreign Used,,6.0
VHL19624,Abuja,Honda,Accord,2019,Gray,Foreign Used,39588,10.5
VHL19420,Abuja,Lexus,RX,2018,White,Foreign Used,20000,22.5
VHL18947,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Gold,Foreign Used,94526,7.0
VHL16191,Lagos,Toyota,Camry,2012,Silver,Foreign Used,85238,6.3
VHL10416,Ibadan,Toyota,Highlander Limited V6 FWD,2004,Red,Foreign Used,142896,4.7
VHL10480,Abuja,Toyota,Land Cruiser 5.7 V8 VX-S,2021,Black,Brand New,1223,105.0
VHL18525,Abuja,Jaguar,S-Type,2002,Black,Nigerian Used,,0.6
VHL16181,Lagos,Toyota,Highlander LE 4dr SUV (2.7L 4cyl 6A),2015,Gray,Foreign Used,105000,12.5
VHL17200,Ibadan,Lexus,IS 250 AWD Automatic,2010,Silver,Foreign Used,80123,4.8
VHL15292,Lagos,Honda,Accord,2015,Black,,62198,4.38
VHL10692,Ibadan,Nissan,Altima,2008,Black,,148011,1.56
VHL13472,Lagos,Lexus,RX 330,2006,Black,Foreign Used,45205,5.6
VHL14288,Lagos,Lexus,RX,2003,Silver,Foreign Used,,3.2
VHL13627,Abuja,Kia,Forte,2012,Gray,Nigerian Used,,3.2
VHL17096,Lagos,Lexus,RX 350 FWD,2012,Black,Foreign Used,68463,10.2
VHL15395,Abuja,Toyota,Camry,2011,Gold,Foreign Used,53232,4.25
VHL15862,Lagos,Mitsubishi,Galant,2008,Black,Nigerian Used,274672,0.79
VHL15601,Abuja,Toyota,Corolla,2009,Silver,Foreign Used,,3.7
VHL13027,Lagos,Lexus,GX 470,2007,Black,Foreign Used,,7.6
VHL10960,Lagos,Mercedes-Benz,C300,2016,Gray,Foreign Used,56392,14.15
VHL13986,Abuja,Mercedes-Benz,GLK-Class 350,2012,Blue,Foreign Used,90451,7.7
VHL11009,Ibadan,Toyota,Camry LE (2.5L 4cyl 8A),,Gray,Foreign Used,30156,13.8
VHL11620,Lagos,Toyota,Tacoma 4x4 Double Cab,2008,Blue,Foreign Used,2,7.6
VHL19822,Lagos,Toyota,4-Runner Limited V6,2005,Gray,Foreign Used,98540,4.8
VHL18737,Abuja,Honda,Civic,2011,Silver,Foreign Used,,2.8
VHL18637,Abuja,Toyota,Land Cruiser Prado,2011,Black,Nigerian Used,,15.5
VHL14896,Lagos,Lexus,ES 330,2006,Black,Foreign Used,100000,3.45
VHL12447,Abuja,Hyundai,Santa Fe SE,2010,Black,Nigerian Used,142587,2.5
VHL11912,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2011,White,Foreign Used,,6.65
VHL16755,Lagos,Lexus,RX 350,2010,Silver,Foreign Used,85000,8.6
VHL11672,Abuja,Audi,Q7 3.6,2008,Black,Nigerian Used,,4.5
VHL15897,Lagos,Lexus,GX 460 Luxury,2017,Gray,Foreign Used,17000,18.5
VHL13074,Lagos,Acura,MDX Base SH-AWD,2018,Black,Foreign Used,50820,18.0
VHL11258,Abuja,Mercedes-Benz,E350,2014,Gray,Nigerian Used,,7.9
VHL15219,Lagos,Lexus,RX,2010,Black,Foreign Used,91000,8.55
VHL18385,Lagos,Ford,Focus,2001,Gray,Nigerian Used,158093,1.13
VHL16955,Lagos,Volkswagen,Beetle,2012,Black,,185469,4.49
VHL19225,Lagos,Toyota,Highlander SE,2012,Silver,Foreign Used,68000,8.8
VHL17124,Abuja,Toyota,Camry,2016,Red,Nigerian Used,,5.7
VHL14652,Abuja,Lexus,LX 570 AWD,2021,Black,Brand New,261,92.0
VHL15528,Lagos,Mercedes-Benz,GLE-Class,2017,White,Foreign Used,,46.8
VHL10529,Lagos,Toyota,Camry,2009,Silver,Foreign Used,,3.45
VHL17519,Abuja,Toyota,Hilux SR5 4x4,2018,Red,Brand New,11167,28.0
VHL15990,Lagos,Lexus,RX 350 AWD,2015,Gold,Foreign Used,85600,14.5
VHL15407,Abuja,Honda,Accord,2015,Silver,Foreign Used,,5.2
VHL19975,Ibadan,Toyota,Corolla Sedan,2001,Blue,Nigerian Used,196320,0.85
VHL18060,Lagos,Toyota,Camry,2009,Gray,Nigerian Used,122709,1.69
VHL11747,Lagos,Lexus,LX,2001,Black,Nigerian Used,100130,1.69
VHL18592,Abuja,Peugeot,Peugeot 1007,2017,Gold,Brand New,6000,18.0
VHL18114,Abuja,Kia,Cerato,2010,Brown,Nigerian Used,159584,1.69
VHL17066,Abuja,Mercedes-Benz,B-Class,2008,Gray,Foreign Used,89000,4.2
VHL12657,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,Black,Foreign Used,75236,6.8
VHL13379,Lagos,Honda,Pilot,2011,Silver,Foreign Used,67614,5.63
VHL11844,Abuja,Toyota,Mark X,2008,Silver,Foreign Used,94447,3.71
VHL12670,Lagos,Mercedes-Benz,E350,2013,Black,,91151,6.17
VHL12308,Lagos,Nissan,Titan Crew Cab XE 4x4,2008,Gray,Nigerian Used,121104,3.94
VHL12926,Abuja,Peugeot,406,2002,Green,Nigerian Used,,1.6
VHL14754,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Gray,Foreign Used,156245,13.8
VHL15706,Abuja,Lexus,ES 250,2014,Black,Foreign Used,13000,14.0
VHL13231,Lagos,Toyota,Camry,2012,Blue,Foreign Used,,5.75
VHL14700,Lagos,Toyota,Highlander,2015,Red,Foreign Used,61000,14.0
VHL10417,Lagos,Kia,Cerato,2014,Gray,Nigerian Used,116180,3.94
VHL15943,Lagos,Toyota,Camry,2009,Green,Foreign Used,69805,3.6
VHL15830,Lagos,Toyota,Corolla,2012,Silver,Nigerian Used,90678,3.26
VHL19895,Lagos,Toyota,Camry,2013,Black,Foreign Used,,6.1
VHL17959,Abuja,Rolls-Royce,Rolls-Royce Ghost,2021,Green,Brand New,,454.0
VHL15767,Ibadan,Mercedes-Benz,GL-Class GL 450,2009,Black,Foreign Used,,7.5
VHL12509,Lagos,Lexus,GX 460 Luxury,2014,Black,Foreign Used,,23.5
VHL14154,Lagos,Lexus,ES 350,2010,Blue,Foreign Used,,5.28
VHL12805,Abuja,Lincoln,MKX AWD,2013,Silver,Foreign Used,,11.9
VHL10053,Abuja,Mercedes-Benz,C300,2016,Silver,Foreign Used,,14.5
VHL14260,Abuja,Nissan,Pathfinder Automatic,2001,Black,Nigerian Used,160663,0.9
VHL13096,Lagos,Lexus,GX 460,2011,Black,Foreign Used,87000,19.8
VHL15988,Abuja,Toyota,Camry,2001,Silver,Nigerian Used,,1.1
VHL18219,Abuja,Toyota,Matrix,2010,White,Foreign Used,,3.5
VHL11931,Lagos,Lexus,RX 350,2011,Red,Foreign Used,,9.2
VHL15820,Lagos,Toyota,4-Runner Limited,2008,Black,Foreign Used,55000,6.2
VHL16500,Abuja,Toyota,Venza XLE AWD V6,2013,Brown,Foreign Used,50384,9.62
VHL17395,Lagos,Toyota,Matrix,2009,Black,Nigerian Used,159558,2.81
VHL10726,Abuja,Peugeot,406 Break 2.0i,2004,Gray,Nigerian Used,,1.3
VHL15415,Abuja,Lexus,IS,2009,Silver,Nigerian Used,,3.2
VHL18959,Ibadan,Mazda,CX-7,2010,Blue,Foreign Used,120000,3.3
VHL19278,Abuja,Honda,CR-V EX Automatic,2007,Green,Nigerian Used,143050,2.25
VHL17036,Lagos,Lexus,RX 330 4WD,2005,Gray,Foreign Used,,4.86
VHL15259,Abuja,Toyota,Camry,2008,Black,Nigerian Used,99000,2.85
VHL10658,Abuja,Toyota,Venza V6 AWD,2010,Silver,Nigerian Used,,5.1
VHL13647,Lagos,Toyota,Venza V6 AWD,2010,Black,Foreign Used,86345,7.2
VHL10578,Lagos,Toyota,RAV4 4x4,2007,Black,Foreign Used,79463,4.5
VHL12148,Lagos,Lexus,IS 250 Automatic,2010,White,Foreign Used,121311,4.8
VHL13895,Lagos,Toyota,4-Runner,2020,White,Foreign Used,11000,26.5
VHL16918,Abuja,Honda,Accord,2017,Pink,Foreign Used,55423,6.5
VHL19396,Lagos,Toyota,Venza V6 AWD,2011,Silver,Foreign Used,142036,7.5
VHL11081,Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),2018,Red,Foreign Used,,12.5
VHL13093,Abuja,Hyundai,Accent,2014,Black,Foreign Used,,3.6
VHL15249,Abuja,Toyota,Corolla LE,2005,Gray,Foreign Used,75024,2.69
VHL10566,Abuja,Mercedes-Benz,GL-Class,2006,Black,Nigerian Used,120365,4.5
VHL19846,Abuja,Honda,Accord Sedan EX V-6,2010,Black,Foreign Used,138000,3.55
VHL15994,Lagos,Lexus,RX 350,2011,Gray,Foreign Used,,9.0
VHL10314,Abuja,Honda,Accord Crosstour,2010,Red,Nigerian Used,,3.6
VHL19723,Abuja,Toyota,Tundra,2009,Gray,Nigerian Used,72000,2.8
VHL16152,Abuja,Toyota,Matrix,2010,Gray,Foreign Used,65000,3.5
VHL19354,Lagos,Toyota,Camry,2012,Black,Foreign Used,,5.75
VHL11461,Abuja,Toyota,Corolla,2015,Gray,Foreign Used,97218,4.7
VHL18045,Abuja,Nissan,GT-R Matt,2014,Black,Foreign Used,31000,55.0
VHL16434,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,White,Foreign Used,,12.5
VHL11292,Lagos,Mazda,CX-7 Grand Touring 4WD,2008,Red,Nigerian Used,75496,2.81
VHL17896,Abuja,Mercedes-Benz,C350,2008,Black,Nigerian Used,,3.45
VHL14712,Abuja,Hyundai,Santa Fe,2015,Black,Nigerian Used,80081,5.5
VHL10811,Abuja,Lexus,IS,2007,Black,Foreign Used,50000,4.2
VHL18567,Abuja,Toyota,Corolla,2006,Blue,Foreign Used,57806,3.15
VHL17514,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Gray,Foreign Used,49310,11.8
VHL17986,Abuja,Peugeot,407,2006,Gray,Foreign Used,85262,2.2
VHL16252,Abuja,Mercedes-Benz,E350,2014,Blue,Foreign Used,,12.5
VHL16581,Ibadan,Acura,TL Automatic Tech Package,2009,Black,Foreign Used,103000,3.55
VHL13004,Abuja,Toyota,Venza V6,2009,Silver,Foreign Used,,7.75
VHL19533,Abuja,Toyota,Corolla,2014,Black,Foreign Used,,5.8
VHL14796,Abuja,Land Rover,Range Rover Sport,2015,Black,Nigerian Used,,16.0
VHL18790,Lagos,Kia,Mohave,2013,Black,Nigerian Used,134013,4.73
VHL13738,Lagos,Toyota,Camry,2011,Silver,,189047,3.37
VHL12691,Abuja,Acura,MDX,2015,Black,Foreign Used,38000,6.5
VHL14055,Lagos,Lexus,RX,2009,Gray,Foreign Used,,6.0
VHL12805,Lagos,Acura,MDX,2008,Black,Nigerian Used,79284,3.15
VHL18826,Lagos,Toyota,Camry,2009,Green,Foreign Used,,4.5
VHL15300,Ibadan,Lexus,RX 400h,2006,Black,Nigerian Used,364587,5.06
VHL11087,Lagos,Honda,Accord 2.4,2007,Black,Nigerian Used,210384,1.24
VHL12224,Lagos,Lexus,ES 350,2008,Silver,Foreign Used,96582,4.55
VHL10475,Abuja,Mercedes-Benz,E350,2014,Black,Foreign Used,40000,12.0
VHL19491,Abuja,Toyota,Matrix,2008,Silver,Nigerian Used,146000,2.3
VHL18803,Lagos,Lexus,ES 330,2005,Silver,Foreign Used,35241,3.4
VHL14123,Lagos,Mercedes-Benz,GLA-Class,2017,Blue,Foreign Used,51112,15.5
VHL14300,Abuja,Honda,CR-V,2014,Red,Foreign Used,70000,6.7
VHL17237,Lagos,Toyota,Camry,2009,Gray,Foreign Used,78652,3.75
VHL18003,Abuja,Mercedes-Benz,S-Class,2018,Gray,Foreign Used,,56.0
VHL18495,Lagos,Toyota,Highlander Sport,2008,Red,Foreign Used,78000,5.6
VHL17474,Lagos,Lexus,RX,2011,Black,Foreign Used,75000,8.5
VHL12823,Lagos,Ford,Edge,2009,Burgandy,Foreign Used,104000,3.5
VHL15237,Lagos,Toyota,Tacoma Limited,2017,Red,Nigerian Used,750454,13.5
VHL10858,Ibadan,Toyota,Sienna LE AWD (3.3L V6 5A),2004,Red,Foreign Used,,3.2
VHL17612,Lagos,Mercedes-Benz,GLK-Class,2009,Black,Foreign Used,,7.5
VHL10875,Abuja,Peugeot,Peugeot 508,2020,Silver,Brand New,,23.0
VHL13059,Lagos,Toyota,Highlander,2001,Black,,107695,1.69
VHL11498,Lagos,Toyota,Camry,2007,Gray,Foreign Used,46855,3.95
VHL12363,Abuja,Mercedes-Benz,C300,2016,Black,Foreign Used,,12.8
VHL16060,Abuja,Mercedes-Benz,M Class,2014,White,Foreign Used,,12.7
VHL19762,Lagos,Mercedes-Benz,M Class ML 550 4Matic,2012,Black,Foreign Used,,12.0
VHL14054,Abuja,Land Rover,Range Rover,2019,Silver,Foreign Used,,59.0
VHL19298,Lagos,Toyota,RAV4,2009,Silver,Foreign Used,99302,4.98
VHL17317,Lagos,Honda,Civic 1.8 DX Automatic,2008,Gold,Nigerian Used,115563,1.13
VHL11360,Abuja,Mercedes-Benz,C300,2008,Gray,Foreign Used,,4.5
VHL14867,Abuja,Lexus,RX 350 AWD,2013,Blue,Foreign Used,71000,12.4
VHL18656,Abuja,Lexus,IS 250,2008,Black,Nigerian Used,75214,3.85
VHL14537,Abuja,BMW,X5 3.0si Activity,2008,Gray,Nigerian Used,85000,3.55
VHL19272,Lagos,Lexus,ES 350,2007,Black,Foreign Used,90000,4.35
VHL14377,Abuja,Lexus,RX 350 AWD,2013,Black,Foreign Used,47134,13.0
VHL17135,Lagos,Acura,MDX,2008,Red,Foreign Used,,3.75
VHL13456,Abuja,Honda,Accord Sedan EX Automatic,2005,Blue,Nigerian Used,100000,1.1
VHL11441,Abuja,Toyota,Corolla,2009,Blue,Nigerian Used,101257,2.75
VHL14779,Abuja,Toyota,Land Cruiser Prado GXL,2016,Silver,Nigerian Used,8000,15.0
VHL11731,Abuja,Acura,MDX Base SH-AWD,2017,Blue,Foreign Used,24644,20.5
VHL13321,Abuja,Toyota,Highlander Limited V6,2006,Red,Nigerian Used,101253,2.68
VHL16103,Ibadan,Lexus,ES 350,2010,Blue,Foreign Used,86525,5.3
VHL12056,Ibadan,Toyota,Sienna LE 8 Passenger,2011,Brown,Foreign Used,,5.55
VHL16810,Lagos,Acura,MDX,2008,Gold,Nigerian Used,174861,3.83
VHL15847,Ibadan,Hyundai,Accent,2004,Gray,Nigerian Used,99000,0.68
VHL17911,Abuja,Acura,ILX,2013,White,Foreign Used,,4.5
VHL17520,Lagos,Lexus,RX 350 FWD,2014,Black,Foreign Used,,9.6
VHL11267,Lagos,Toyota,Camry,2009,Red,Foreign Used,,3.6
VHL13696,Lagos,Toyota,4-Runner,2008,Gray,Foreign Used,86275,6.4
VHL17114,Lagos,Toyota,Sienna LE,2008,Blue,Nigerian Used,101224,2.81
VHL13437,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2008,Black,Foreign Used,856321,5.35
VHL13702,Lagos,Acura,MDX,2008,Gray,Foreign Used,76000,4.35
VHL11557,Abuja,Land Rover,Range Rover,2021,Black,Brand New,,98.0
VHL11661,Ibadan,Toyota,Avalon,2009,White,Foreign Used,63000,3.2
VHL18049,Abuja,Nissan,Xterra Automatic,2003,Silver,Foreign Used,,3.0
VHL18607,Ibadan,Toyota,Camry,2002,Gold,Foreign Used,87000,2.6
VHL15194,Lagos,Lexus,ES 350,2011,Gray,Foreign Used,,5.6
VHL14587,Abuja,Ford,Edge,2008,Blue,Nigerian Used,,2.6
VHL19352,Lagos,Toyota,4-Runner Limited 4WD,2011,Blue,Foreign Used,80214,14.0
VHL14970,Lagos,Mercedes-Benz,C300,2008,Black,Nigerian Used,82580,3.2
VHL14797,Ibadan,Toyota,Camry,2015,Blue,Foreign Used,,7.0
VHL10819,Lagos,Nissan,Sentra 2,2008,Gray,Nigerian Used,209952,1.24
VHL10734,Abuja,Nissan,Rogue,2009,Red,Nigerian Used,102144,2.65
VHL14712,Abuja,Peugeot,Peugeot 508,2015,Red,Brand New,,10.5
VHL10941,Lagos,Lexus,RX 350,2008,Gold,Foreign Used,101478,5.3
VHL11095,Abuja,Land Rover,Range Rover Sport,2007,Black,Nigerian Used,124236,3.4
VHL18853,Lagos,Toyota,Sienna CE,2001,Gold,Nigerian Used,137519,1.18
VHL18634,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2012,White,Foreign Used,140000,11.5
VHL11205,Abuja,Hyundai,Sonata,2013,White,Foreign Used,52413,4.65
VHL15077,Abuja,Mitsubishi,Outlander LS,2004,Red,Nigerian Used,,2.35
VHL16448,Lagos,Mercedes-Benz,GLK-Class,2010,White,Foreign Used,55000,8.3
VHL17427,Abuja,Toyota,Sequoia,2002,Black,Nigerian Used,272059,1.8
VHL13826,Ibadan,Toyota,Camry,2009,Silver,Foreign Used,98000,3.2
VHL15557,Ibadan,Lexus,GS 350,2008,Black,Nigerian Used,196525,3.3
VHL17365,Abuja,Honda,Accord Crosstour,2012,Silver,Nigerian Used,120030,4.0
VHL19742,Abuja,Honda,Accord,2015,White,Foreign Used,38632,5.8
VHL12720,Ibadan,Land Rover,Range Rover Evoque Prestige,2012,Gray,Nigerian Used,130371,11.5
VHL13595,Abuja,Toyota,Solara 2.4 Coupe,2002,Gold,Nigerian Used,152785,1.45
VHL19741,Abuja,Lexus,ES 350 FWD,2013,Gray,Foreign Used,,11.5
VHL15405,Lagos,Mercedes-Benz,E300,2017,Silver,Foreign Used,,20.7
VHL17603,Ibadan,Toyota,Highlander XLE V6 4x4 (3.5L 6cyl 6A),2016,Green,Foreign Used,40982,15.5
VHL15178,Abuja,Lexus,IS,2008,Silver,Nigerian Used,,3.55
VHL15670,Lagos,Toyota,Camry,2012,Silver,Foreign Used,98000,5.3
VHL14971,Lagos,Mercedes-Benz,C300,2016,White,Foreign Used,,17.5
VHL19147,Abuja,Toyota,Camry,2009,Silver,Foreign Used,208343,4.05
VHL17550,Abuja,Mercedes-Benz,E350,2014,Black,Foreign Used,61518,12.5
VHL10034,Lagos,Lexus,ES 350,2007,Black,Foreign Used,,4.6
VHL15355,Abuja,Lexus,LX 470 AWD,2005,Gray,Nigerian Used,168000,2.7
VHL15440,Lagos,Toyota,4-Runner Limited,2008,Gray,Foreign Used,68492,5.9
VHL10935,Lagos,Lexus,IS 250 4WD,2009,Black,Foreign Used,60454,3.7
VHL14756,Abuja,Toyota,Avalon,2020,White,Foreign Used,,26.0
VHL10769,Ibadan,Toyota,Corolla,2005,Black,Foreign Used,482800,3.21
VHL17886,Abuja,Toyota,RAV4,2016,Red,Foreign Used,44000,9.85
VHL17094,Ibadan,Lexus,RX 300,1999,Black,Nigerian Used,192142,1.7
VHL13832,Lagos,Lexus,RX 350L Luxury AWD,2019,White,Foreign Used,3440,23.0
VHL17995,Lagos,Mercedes-Benz,M Class,2014,White,Foreign Used,94000,14.0
VHL12932,Abuja,Toyota,Corolla 1.4 D Automatic,2004,White,Nigerian Used,96532,2.25
VHL17782,Abuja,Mercedes-Benz,CLC,2016,Black,Foreign Used,63257,19.0
VHL10293,Abuja,Toyota,Land Cruiser Prado,2014,Black,Nigerian Used,54000,14.5
VHL11243,Abuja,Mercedes-Benz,GLE-Class,2017,Black,Foreign Used,20000,35.0
VHL18056,Lagos,Volkswagen,Passat 2 Turbo,2008,Gray,Nigerian Used,150763,2.03
VHL12381,Abuja,Mercedes-Benz,C300,2014,Black,Foreign Used,60000,5.0
VHL18446,Abuja,Mercedes-Benz,GLK-Class,2013,Silver,Foreign Used,75464,10.5
VHL15457,Abuja,Honda,Civic,2017,Gray,Foreign Used,,6.0
VHL13283,Abuja,Toyota,4-Runner Limited 4x4 V8,2009,Gray,Foreign Used,,5.7
VHL15597,Lagos,Hyundai,Sonata,2011,Red,Foreign Used,262343,5.06
VHL11687,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Silver,Foreign Used,85236,4.0
VHL16037,Abuja,Toyota,Hilux,2013,Blue,Nigerian Used,102382,6.5
VHL15330,Abuja,Toyota,Corolla,2012,Silver,Foreign Used,54876,4.5
VHL12996,Abuja,Toyota,Camry,2014,Gray,Nigerian Used,,3.5
VHL15315,Abuja,Lexus,LX,2020,Black,Brand New,18,65.0
VHL12482,Abuja,Toyota,Avalon,2020,Red,Foreign Used,,23.0
VHL11518,Abuja,Mazda,3 1.6 Sport Original,2008,Red,Nigerian Used,,1.4
VHL13130,Ibadan,Toyota,Sienna,2012,White,Foreign Used,45000,6.5
VHL19681,Lagos,Mercedes-Benz,C300,2016,Blue,Foreign Used,47780,14.5
VHL11152,Abuja,Mercedes-Benz,C300,2016,Black,Foreign Used,50000,12.5
VHL11231,Abuja,Lexus,ES 350,2008,White,Nigerian Used,,3.6
VHL18596,Ibadan,Honda,CR-V,2004,Silver,Nigerian Used,487321,1.69
VHL19911,Lagos,Hyundai,Sonata,2013,Silver,Foreign Used,287213,4.5
VHL10795,Abuja,Toyota,Sienna LE 7 Passenger,2011,Gold,Foreign Used,,5.6
VHL17592,Lagos,Lexus,GX 460 Luxury,2016,White,Foreign Used,29396,23.5
VHL18060,Abuja,Toyota,Tacoma PreRunner Access,2007,Blue,Foreign Used,72000,7.5
VHL11270,Lagos,Lexus,ES 350,2008,Pink,Foreign Used,,4.55
VHL15673,Abuja,Toyota,Hilux,2020,White,Brand New,13850,35.0
VHL17971,Lagos,Mercedes-Benz,C300,2016,Black,Foreign Used,,13.3
VHL14798,Lagos,Lexus,RX 350,2008,Black,Foreign Used,,5.7
VHL14441,Abuja,Toyota,Camry,2016,Black,Foreign Used,41816,7.0
VHL15371,Abuja,BMW,530i,2000,Black,Nigerian Used,85000,1.9
VHL12789,Abuja,Mercedes-Benz,C300,2009,White,Foreign Used,54000,4.3
VHL15430,Lagos,Acura,TL,2009,Gray,Foreign Used,,5.2
VHL15570,Ibadan,Honda,Accord,2006,Gold,Foreign Used,148778,2.81
VHL17618,Abuja,Toyota,Corolla,2008,Gray,Nigerian Used,,3.15
VHL16945,Lagos,Lexus,GX 470 Sport Utility,2007,Black,Foreign Used,2,8.0
VHL14017,Abuja,Kia,Optima,2010,Silver,Foreign Used,224450,3.5
VHL13532,Lagos,Toyota,4-Runner Limited,2008,Gold,Foreign Used,,6.1
VHL16350,Lagos,Mercedes-Benz,C300,2009,Silver,,95702,3.71
VHL17682,Lagos,Lexus,RX 350 AWD,2009,Brown,Foreign Used,,5.5
VHL12240,Lagos,Toyota,Sequoia,2007,Black,Foreign Used,15147,3.3
VHL11677,Abuja,Toyota,FJ Cruiser Base 4x4,2007,Silver,Foreign Used,81600,9.5
VHL16014,Abuja,Toyota,Corolla LE,2020,Blue,Foreign Used,,12.0
VHL13305,Abuja,Mercedes-Benz,C300,2009,Silver,Foreign Used,80000,4.3
VHL13143,Abuja,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008,Blue,Foreign Used,181544,4.5
VHL17332,Lagos,Lexus,ES 350,2011,Black,Foreign Used,80000,6.0
VHL14989,Lagos,Toyota,Sequoia,2014,Black,Foreign Used,1,15.0
VHL16177,Abuja,Lexus,RX 350 FWD,2013,Black,Foreign Used,,9.5
VHL15192,Ibadan,Honda,Accord,2013,Gray,Foreign Used,65000,5.2
VHL13870,Abuja,Acura,TL Automatic,2006,Gray,Nigerian Used,,1.8
VHL14476,Lagos,Infiniti,QX56,2006,Gray,Foreign Used,285514,4.78
VHL11851,Abuja,Toyota,Venza,2015,Gray,Foreign Used,55000,8.2
VHL11658,Lagos,Toyota,Corolla,2008,Silver,Nigerian Used,168720,2.59
VHL11542,Abuja,Mercedes-Benz,C180,2003,Black,Nigerian Used,,2.2
VHL14003,Lagos,Mercedes-Benz,M Class,2012,Blue,Foreign Used,55000,13.5
VHL13130,Lagos,Nissan,Almera Tino,2002,Red,Nigerian Used,98383,0.9
VHL12688,Abuja,Mercedes-Benz,C300,2012,Blue,Foreign Used,,6.3
VHL13210,Abuja,Mercedes-Benz,C300,2015,Gray,Foreign Used,50000,13.5
VHL12039,Lagos,Lexus,RC,2015,White,Foreign Used,89000,15.5
VHL13271,Lagos,Toyota,Tacoma 4x4 Double Cab,2008,Blue,Foreign Used,70523,7.0
VHL18891,Abuja,Honda,Accord Sedan EX,2012,Black,Foreign Used,,3.6
VHL15065,Lagos,Mercedes-Benz,GL-Class,2010,Red,Foreign Used,,8.5
VHL14980,Lagos,Hyundai,Creta,2017,Black,Nigerian Used,66012,7.31
VHL12022,Lagos,Lexus,LX 570 Three-Row,2018,Black,Foreign Used,45000,175.0
VHL17013,Ibadan,Toyota,RAV4 2.5 4x4,2010,Silver,Foreign Used,113000,4.7
VHL12743,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2007,Blue,Foreign Used,,6.0
VHL18511,Abuja,Mercedes-Benz,C300,2017,White,Foreign Used,14275,15.0
VHL18102,Lagos,Lexus,RX 350 AWD,2017,Black,Foreign Used,,18.0
VHL15848,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Gray,Foreign Used,168536,11.5
VHL17336,Lagos,Acura,MDX,2008,Gray,Foreign Used,,4.0
VHL14566,Lagos,Lexus,ES 350 FWD,2015,Black,Foreign Used,,10.5
VHL17058,Lagos,Lexus,GX 460,2010,Black,Foreign Used,72000,12.55
VHL16227,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2011,Black,Foreign Used,85213,7.6
VHL18092,Abuja,Lexus,LX 570,2010,Black,Foreign Used,120698,16.0
VHL18581,Abuja,Mercedes-Benz,GLK-Class,2010,Silver,Foreign Used,,6.9
VHL18586,Abuja,GMC,GMC Terrain,2021,Black,Brand New,,55.0
VHL17359,Lagos,Lexus,LX,2016,Black,Foreign Used,5022,35.0
VHL14909,Abuja,Toyota,Camry 2.4 LE,2008,Silver,Nigerian Used,,2.2
VHL15729,Lagos,Lexus,GX 460,2012,Silver,Foreign Used,72985,15.0
VHL10602,Abuja,Mercedes-Benz,E350,2006,Gold,Nigerian Used,135658,2.4
VHL13334,Lagos,Lexus,RX 350,2011,Black,Foreign Used,65288,8.55
VHL11930,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,White,Foreign Used,,7.45
VHL18185,Abuja,Toyota,Corolla,2017,Red,Foreign Used,53000,7.7
VHL11135,Lagos,Toyota,Sequoia,2003,Gray,Nigerian Used,206748,2.03
VHL13810,Lagos,Lexus,RX 350 4x4,2007,Blue,Foreign Used,75000,5.5
VHL16757,Abuja,Lexus,LX 570 (5 Seats) AWD,2021,Black,Nigerian Used,98521,24.5
VHL10049,Lagos,Mercedes-Benz,GL-Class GL 450,2007,Black,Foreign Used,89000,5.5
VHL12737,Lagos,Volkswagen,Jetta S,2010,Gray,Nigerian Used,98433,1.35
VHL14065,Abuja,Mercedes-Benz,GLK-Class,2009,Black,Nigerian Used,96335,6.0
VHL11119,Abuja,Toyota,Highlander,2009,Red,Foreign Used,54848,5.9
